certification_id,employee_id,cert_name,cert_level,issue_date,expiry_date,status
380,148,Wand Safety 101,Intermediate,2023-06-13,2025-06-13,Expired
381,148,Potion Brewing Basics,Beginner,2023-08-18,2027-08-18,Expired
382,148,Muggle Interaction Training,Master,2015-10-28,2019-10-28,Expired
383,149,Herbology Essentials,Intermediate,2021-10-20,2025-10-20,Revoked
384,149,Potion Brewing Basics,Beginner,2023-12-28,2028-12-28,Valid
385,149,Potion Brewing Basics,Beginner,2023-04-05,2024-04-05,Revoked
386,149,Dark Magic Identification,Beginner,2020-07-19,2024-07-19,Valid
387,150,Defensive Charms,Beginner,2017-01-24,2019-01-24,Valid
388,151,Wand Safety 101,Intermediate,2024-01-29,2027-01-29,Revoked
389,151,Wand Safety 101,Master,2019-04-06,2022-04-06,Valid
390,151,Teleportation Accuracy,Beginner,2019-06-05,2020-06-05,Valid
391,151,Advanced Spell Theory,Beginner,2024-03-23,2028-03-23,Expired
392,152,Wand Safety 101,Beginner,2017-01-21,2018-01-21,Revoked
393,152,Defensive Charms,Beginner,2021-10-17,2024-10-17,Expired
394,153,Teleportation Accuracy,Master,2016-01-13,2019-01-13,Valid
395,153,Dark Magic Identification,Intermediate,2015-12-05,2018-12-05,Revoked
396,154,Potion Brewing Basics,Master,2021-09-08,2026-09-08,Revoked
397,154,Teleportation Accuracy,Beginner,2021-04-22,2023-04-22,Expired
398,154,Herbology Essentials,Beginner,2020-12-15,2024-12-15,Revoked
399,155,Wand Safety 101,Intermediate,2023-09-07,2025-09-07,Valid
400,156,Dark Magic Identification,Intermediate,2020-10-02,2025-10-02,Valid
401,157,Defensive Charms,Beginner,2022-01-26,2027-01-26,Valid
402,158,Advanced Spell Theory,Intermediate,2015-12-18,2018-12-18,Valid
403,159,Potion Brewing Basics,Beginner,2016-11-01,2021-11-01,Valid
404,159,Defensive Charms,Beginner,2024-08-21,2026-08-21,Revoked
405,159,Dark Magic Identification,Intermediate,2020-06-26,2024-06-26,Expired
406,159,Magical Ethics,Master,2023-07-18,2028-07-18,Valid
407,160,Teleportation Accuracy,Beginner,2024-04-28,2026-04-28,Expired
408,160,Advanced Spell Theory,Master,2021-02-02,2022-02-02,Revoked
409,161,Defensive Charms,Intermediate,2022-06-28,2027-06-28,Valid
410,161,Muggle Interaction Training,Master,2015-11-21,2019-11-21,Expired
411,161,Wand Safety 101,Master,2019-08-06,2020-08-06,Expired
412,161,Herbology Essentials,Intermediate,2023-01-26,2028-01-26,Revoked
413,162,Wand Safety 101,Intermediate,2017-12-20,2019-12-20,Valid
414,162,Advanced Spell Theory,Master,2021-11-09,2024-11-09,Expired
415,162,Advanced Spell Theory,Beginner,2016-11-24,2021-11-24,Expired
416,163,Herbology Essentials,Intermediate,2022-05-02,2025-05-02,Revoked
417,164,Muggle Interaction Training,Beginner,2023-06-12,2026-06-12,Expired
418,164,Potion Brewing Basics,Master,2022-02-17,2027-02-17,Expired
419,164,Dark Magic Identification,Master,2024-03-06,2025-03-06,Revoked
420,165,Dark Magic Identification,Beginner,2021-11-10,2024-11-10,Expired
421,166,Teleportation Accuracy,Beginner,2018-06-18,2021-06-18,Valid
422,166,Teleportation Accuracy,Beginner,2015-04-26,2016-04-26,Revoked
423,166,Dark Magic Identification,Master,2020-12-01,2022-12-01,Valid
424,166,Herbology Essentials,Beginner,2025-03-18,2030-03-18,Revoked
425,167,Dark Magic Identification,Beginner,2021-03-03,2026-03-03,Valid
426,167,Teleportation Accuracy,Master,2023-06-06,2025-06-06,Valid
427,168,Wand Safety 101,Intermediate,2024-05-09,2025-05-09,Revoked
428,169,Defensive Charms,Master,2020-09-22,2023-09-22,Valid
429,170,Teleportation Accuracy,Intermediate,2016-03-19,2020-03-19,Expired
430,171,Potion Brewing Basics,Beginner,2017-10-19,2021-10-19,Valid
431,172,Advanced Spell Theory,Master,2015-07-26,2016-07-26,Expired
432,172,Wand Safety 101,Beginner,2020-07-02,2022-07-02,Valid
433,173,Teleportation Accuracy,Beginner,2015-11-01,2020-11-01,Revoked
434,173,Herbology Essentials,Beginner,2021-06-26,2023-06-26,Valid
435,173,Advanced Spell Theory,Intermediate,2016-12-20,2019-12-20,Expired
436,173,Defensive Charms,Master,2023-11-13,2028-11-13,Valid
437,174,Teleportation Accuracy,Master,2022-03-05,2025-03-05,Revoked
438,174,Potion Brewing Basics,Beginner,2022-08-14,2024-08-14,Valid
439,175,Defensive Charms,Master,2021-02-13,2023-02-13,Valid
440,175,Teleportation Accuracy,Intermediate,2016-04-22,2021-04-22,Valid
441,175,Wand Safety 101,Beginner,2024-07-10,2028-07-10,Revoked
442,176,Advanced Spell Theory,Beginner,2016-05-13,2021-05-13,Valid
443,177,Muggle Interaction Training,Beginner,2017-07-08,2022-07-08,Revoked
444,177,Defensive Charms,Master,2017-12-10,2020-12-10,Expired
445,178,Defensive Charms,Master,2019-08-06,2020-08-06,Valid
446,178,Advanced Spell Theory,Master,2015-06-05,2019-06-05,Revoked
447,178,Teleportation Accuracy,Beginner,2017-12-06,2019-12-06,Revoked
448,179,Muggle Interaction Training,Master,2017-07-07,2019-07-07,Valid
449,180,Potion Brewing Basics,Master,2020-03-18,2025-03-18,Revoked
450,181,Teleportation Accuracy,Beginner,2019-03-21,2023-03-21,Expired
451,181,Potion Brewing Basics,Master,2016-08-04,2021-08-04,Revoked
452,182,Magical Ethics,Beginner,2025-03-19,2029-03-19,Expired
453,183,Dark Magic Identification,Master,2021-05-25,2022-05-25,Revoked
454,183,Advanced Spell Theory,Beginner,2016-05-20,2020-05-20,Valid
455,183,Herbology Essentials,Beginner,2021-05-03,2025-05-03,Valid
456,184,Potion Brewing Basics,Beginner,2019-06-10,2021-06-10,Expired
457,184,Wand Safety 101,Beginner,2018-01-28,2022-01-28,Revoked
458,184,Teleportation Accuracy,Master,2021-05-16,2023-05-16,Valid
459,184,Muggle Interaction Training,Beginner,2018-08-28,2022-08-28,Expired
460,185,Magical Ethics,Intermediate,2017-04-02,2020-04-02,Revoked
461,185,Defensive Charms,Master,2017-12-16,2018-12-16,Valid
462,185,Magical Ethics,Beginner,2023-12-05,2025-12-05,Valid
463,185,Potion Brewing Basics,Intermediate,2022-09-14,2024-09-14,Expired
464,186,Advanced Spell Theory,Beginner,2019-06-20,2020-06-20,Valid
465,186,Potion Brewing Basics,Beginner,2016-08-21,2021-08-21,Revoked
466,186,Potion Brewing Basics,Master,2015-07-29,2016-07-29,Expired
467,186,Advanced Spell Theory,Beginner,2024-01-01,2025-01-01,Expired
468,187,Wand Safety 101,Master,2019-10-29,2022-10-29,Valid
469,188,Wand Safety 101,Beginner,2015-10-11,2017-10-11,Revoked
470,188,Magical Ethics,Intermediate,2016-06-25,2019-06-25,Expired
471,189,Potion Brewing Basics,Master,2021-06-04,2025-06-04,Revoked
472,189,Dark Magic Identification,Intermediate,2017-07-13,2021-07-13,Expired
473,189,Muggle Interaction Training,Master,2022-12-02,2027-12-02,Expired
474,190,Muggle Interaction Training,Intermediate,2017-04-12,2018-04-12,Revoked
475,190,Defensive Charms,Beginner,2016-10-20,2020-10-20,Expired
476,190,Dark Magic Identification,Master,2021-04-10,2023-04-10,Revoked
477,190,Muggle Interaction Training,Master,2022-07-19,2023-07-19,Expired
478,191,Wand Safety 101,Beginner,2018-02-27,2020-02-27,Revoked
479,191,Wand Safety 101,Intermediate,2024-01-28,2029-01-28,Expired
480,191,Wand Safety 101,Intermediate,2017-03-11,2022-03-11,Valid
481,192,Potion Brewing Basics,Intermediate,2021-02-11,2026-02-11,Expired
482,193,Muggle Interaction Training,Beginner,2024-07-22,2029-07-22,Expired
483,193,Teleportation Accuracy,Intermediate,2022-11-09,2023-11-09,Expired
484,193,Potion Brewing Basics,Beginner,2023-07-15,2028-07-15,Revoked
485,194,Defensive Charms,Beginner,2024-04-04,2025-04-04,Valid
486,195,Wand Safety 101,Beginner,2025-02-19,2028-02-19,Expired
487,195,Teleportation Accuracy,Beginner,2023-12-02,2028-12-02,Valid
488,195,Teleportation Accuracy,Intermediate,2022-04-10,2023-04-10,Expired
489,195,Magical Ethics,Beginner,2023-12-29,2024-12-29,Valid
490,196,Herbology Essentials,Intermediate,2018-11-30,2023-11-30,Revoked
491,196,Herbology Essentials,Master,2025-01-19,2026-01-19,Valid
492,196,Herbology Essentials,Beginner,2017-02-27,2020-02-27,Revoked
493,197,Defensive Charms,Intermediate,2023-01-22,2028-01-22,Expired
494,197,Magical Ethics,Master,2019-11-21,2024-11-21,Revoked
495,197,Defensive Charms,Beginner,2024-10-12,2028-10-12,Expired
496,198,Dark Magic Identification,Master,2016-08-21,2021-08-21,Expired
497,199,Dark Magic Identification,Beginner,2015-11-25,2019-11-25,Expired
498,199,Herbology Essentials,Intermediate,2021-05-04,2023-05-04,Revoked
499,199,Advanced Spell Theory,Beginner,2022-05-05,2024-05-05,Revoked
500,199,Magical Ethics,Master,2023-03-26,2026-03-26,Revoked
501,200,Muggle Interaction Training,Intermediate,2025-02-01,2026-02-01,Revoked
502,200,Muggle Interaction Training,Beginner,2022-10-12,2027-10-12,Revoked
503,200,Teleportation Accuracy,Master,2018-01-26,2023-01-26,Expired
504,201,Magical Ethics,Intermediate,2021-05-01,2022-05-01,Expired
505,202,Teleportation Accuracy,Intermediate,2025-03-31,2028-03-31,Revoked
506,202,Teleportation Accuracy,Master,2021-04-06,2024-04-06,Valid
507,202,Teleportation Accuracy,Master,2015-05-03,2016-05-03,Expired
508,203,Wand Safety 101,Intermediate,2021-06-15,2023-06-15,Valid
509,203,Magical Ethics,Master,2019-09-30,2024-09-30,Revoked
510,203,Herbology Essentials,Master,2022-12-17,2023-12-17,Expired
511,204,Advanced Spell Theory,Beginner,2018-03-11,2019-03-11,Revoked
512,205,Magical Ethics,Intermediate,2024-10-09,2026-10-09,Valid
513,205,Defensive Charms,Beginner,2024-04-14,2027-04-14,Valid
514,205,Advanced Spell Theory,Intermediate,2023-06-23,2026-06-23,Expired
515,206,Potion Brewing Basics,Beginner,2016-12-02,2017-12-02,Expired
516,206,Potion Brewing Basics,Beginner,2021-06-19,2022-06-19,Revoked
517,206,Advanced Spell Theory,Intermediate,2016-09-06,2020-09-06,Expired
518,206,Advanced Spell Theory,Master,2020-01-14,2022-01-14,Expired
519,207,Potion Brewing Basics,Intermediate,2024-06-04,2028-06-04,Expired
520,207,Wand Safety 101,Intermediate,2018-11-01,2023-11-01,Revoked
521,207,Potion Brewing Basics,Intermediate,2021-08-03,2025-08-03,Valid
522,207,Advanced Spell Theory,Intermediate,2022-10-06,2025-10-06,Valid
523,208,Teleportation Accuracy,Beginner,2021-07-09,2026-07-09,Revoked
524,208,Teleportation Accuracy,Intermediate,2022-12-13,2026-12-13,Expired
525,208,Dark Magic Identification,Master,2018-07-16,2022-07-16,Revoked
526,209,Wand Safety 101,Intermediate,2015-05-27,2017-05-27,Expired
527,210,Potion Brewing Basics,Intermediate,2018-06-18,2023-06-18,Valid
528,210,Advanced Spell Theory,Intermediate,2023-06-05,2028-06-05,Revoked
529,210,Herbology Essentials,Beginner,2021-12-16,2024-12-16,Expired
530,210,Dark Magic Identification,Intermediate,2020-11-05,2024-11-05,Valid
531,211,Advanced Spell Theory,Master,2023-10-03,2027-10-03,Expired
532,211,Advanced Spell Theory,Intermediate,2019-12-25,2021-12-25,Expired
533,211,Wand Safety 101,Beginner,2017-07-09,2018-07-09,Expired
534,212,Herbology Essentials,Master,2024-01-14,2028-01-14,Valid
535,212,Dark Magic Identification,Intermediate,2024-09-02,2029-09-02,Revoked
536,212,Dark Magic Identification,Beginner,2020-08-04,2024-08-04,Valid
537,213,Defensive Charms,Beginner,2024-04-10,2028-04-10,Revoked
538,214,Wand Safety 101,Intermediate,2019-12-01,2022-12-01,Expired
539,214,Potion Brewing Basics,Master,2021-09-01,2026-09-01,Valid
540,214,Muggle Interaction Training,Beginner,2020-12-14,2025-12-14,Revoked
541,214,Herbology Essentials,Intermediate,2016-08-12,2021-08-12,Revoked
542,215,Magical Ethics,Master,2020-08-09,2024-08-09,Revoked
543,216,Potion Brewing Basics,Intermediate,2022-02-19,2025-02-19,Valid
544,216,Teleportation Accuracy,Beginner,2022-09-30,2023-09-30,Revoked
545,216,Dark Magic Identification,Intermediate,2019-08-14,2023-08-14,Valid
546,216,Teleportation Accuracy,Master,2020-09-12,2025-09-12,Valid
547,217,Muggle Interaction Training,Beginner,2017-01-22,2021-01-22,Expired
548,217,Advanced Spell Theory,Intermediate,2019-03-01,2024-03-01,Expired
549,217,Herbology Essentials,Master,2021-10-02,2024-10-02,Expired
550,217,Herbology Essentials,Intermediate,2021-01-21,2026-01-21,Valid
551,218,Defensive Charms,Beginner,2019-06-13,2020-06-13,Valid
552,218,Defensive Charms,Intermediate,2016-07-02,2019-07-02,Valid
553,219,Wand Safety 101,Master,2015-11-18,2020-11-18,Valid
554,219,Wand Safety 101,Master,2017-06-16,2021-06-16,Valid
555,220,Herbology Essentials,Beginner,2018-10-15,2020-10-15,Valid
556,220,Wand Safety 101,Beginner,2018-04-10,2022-04-10,Expired
557,221,Potion Brewing Basics,Beginner,2020-04-24,2023-04-24,Revoked
558,221,Dark Magic Identification,Intermediate,2017-05-24,2021-05-24,Expired
559,221,Defensive Charms,Beginner,2019-09-26,2020-09-26,Expired
560,221,Potion Brewing Basics,Master,2015-04-19,2019-04-19,Valid
561,222,Teleportation Accuracy,Master,2024-06-04,2025-06-04,Valid
562,222,Muggle Interaction Training,Beginner,2021-08-14,2023-08-14,Revoked
563,222,Teleportation Accuracy,Beginner,2024-03-10,2025-03-10,Valid
564,223,Potion Brewing Basics,Beginner,2015-04-04,2017-04-04,Expired
565,223,Muggle Interaction Training,Master,2023-05-09,2027-05-09,Revoked
566,223,Teleportation Accuracy,Beginner,2015-10-08,2017-10-08,Revoked
567,223,Defensive Charms,Beginner,2020-06-02,2022-06-02,Expired
568,224,Teleportation Accuracy,Beginner,2022-11-28,2026-11-28,Valid
569,224,Muggle Interaction Training,Master,2020-04-23,2025-04-23,Expired
570,225,Defensive Charms,Master,2025-03-26,2027-03-26,Expired
571,225,Advanced Spell Theory,Master,2015-06-08,2016-06-08,Valid
572,226,Defensive Charms,Intermediate,2023-03-02,2028-03-02,Expired
573,226,Teleportation Accuracy,Intermediate,2022-08-01,2023-08-01,Valid
574,226,Advanced Spell Theory,Master,2021-10-31,2025-10-31,Revoked
575,227,Herbology Essentials,Intermediate,2024-02-07,2028-02-07,Expired
576,228,Dark Magic Identification,Intermediate,2016-01-16,2021-01-16,Revoked
577,228,Dark Magic Identification,Intermediate,2015-09-06,2016-09-06,Revoked
578,229,Herbology Essentials,Beginner,2019-12-20,2023-12-20,Valid
579,229,Teleportation Accuracy,Intermediate,2023-08-13,2025-08-13,Expired
580,229,Potion Brewing Basics,Master,2022-07-30,2023-07-30,Expired
581,229,Herbology Essentials,Master,2024-05-04,2026-05-04,Valid
582,230,Potion Brewing Basics,Beginner,2023-09-11,2028-09-11,Revoked
583,230,Potion Brewing Basics,Beginner,2024-03-05,2028-03-05,Valid
584,230,Dark Magic Identification,Beginner,2023-06-29,2026-06-29,Valid
585,230,Herbology Essentials,Beginner,2022-04-21,2027-04-21,Expired
586,231,Herbology Essentials,Master,2021-03-16,2025-03-16,Expired
587,232,Herbology Essentials,Intermediate,2015-11-19,2016-11-19,Revoked
588,233,Herbology Essentials,Beginner,2022-04-07,2026-04-07,Valid
589,233,Teleportation Accuracy,Beginner,2021-04-08,2026-04-08,Revoked
590,233,Wand Safety 101,Beginner,2024-09-18,2029-09-18,Expired
591,234,Teleportation Accuracy,Beginner,2018-08-03,2022-08-03,Expired
592,235,Wand Safety 101,Beginner,2018-06-11,2020-06-11,Expired
593,235,Potion Brewing Basics,Beginner,2022-07-06,2024-07-06,Expired
594,236,Dark Magic Identification,Intermediate,2023-06-24,2026-06-24,Valid
595,236,Advanced Spell Theory,Beginner,2016-11-16,2018-11-16,Revoked
596,236,Advanced Spell Theory,Intermediate,2024-07-21,2026-07-21,Revoked
597,237,Wand Safety 101,Beginner,2023-01-27,2025-01-27,Valid
598,238,Wand Safety 101,Master,2020-08-04,2023-08-04,Valid
599,238,Defensive Charms,Master,2019-02-03,2022-02-03,Revoked
600,238,Dark Magic Identification,Beginner,2021-10-25,2022-10-25,Revoked
601,239,Teleportation Accuracy,Beginner,2022-04-15,2025-04-15,Revoked
602,240,Herbology Essentials,Master,2018-08-19,2023-08-19,Revoked
603,240,Muggle Interaction Training,Master,2021-05-06,2026-05-06,Revoked
604,241,Dark Magic Identification,Beginner,2024-05-30,2026-05-30,Revoked
605,241,Herbology Essentials,Master,2023-11-18,2028-11-18,Valid
606,241,Muggle Interaction Training,Beginner,2024-07-07,2025-07-07,Expired
607,242,Advanced Spell Theory,Intermediate,2016-07-06,2020-07-06,Revoked
608,243,Teleportation Accuracy,Master,2019-02-22,2020-02-22,Expired
609,243,Advanced Spell Theory,Master,2024-01-26,2029-01-26,Valid
610,244,Dark Magic Identification,Beginner,2022-11-26,2023-11-26,Expired
611,244,Advanced Spell Theory,Master,2018-08-31,2021-08-31,Expired
612,244,Teleportation Accuracy,Intermediate,2024-03-15,2028-03-15,Expired
613,244,Defensive Charms,Intermediate,2018-09-04,2022-09-04,Valid
614,245,Wand Safety 101,Intermediate,2021-05-23,2022-05-23,Revoked
615,245,Wand Safety 101,Intermediate,2017-12-19,2022-12-19,Expired
616,245,Potion Brewing Basics,Master,2023-02-19,2024-02-19,Expired
617,246,Muggle Interaction Training,Beginner,2019-10-30,2022-10-30,Expired
618,246,Herbology Essentials,Beginner,2024-02-10,2028-02-10,Revoked
619,246,Herbology Essentials,Beginner,2023-11-21,2024-11-21,Valid
620,247,Teleportation Accuracy,Master,2021-12-13,2026-12-13,Expired
621,247,Advanced Spell Theory,Intermediate,2018-10-06,2020-10-06,Revoked
622,247,Advanced Spell Theory,Intermediate,2019-05-20,2022-05-20,Revoked
623,248,Dark Magic Identification,Intermediate,2023-06-27,2027-06-27,Valid
624,248,Defensive Charms,Beginner,2022-07-24,2024-07-24,Revoked
625,249,Herbology Essentials,Beginner,2021-08-16,2024-08-16,Revoked
626,249,Muggle Interaction Training,Intermediate,2021-01-14,2022-01-14,Valid
627,250,Magical Ethics,Master,2022-04-21,2025-04-21,Expired
628,251,Muggle Interaction Training,Intermediate,2017-12-11,2018-12-11,Valid
629,251,Dark Magic Identification,Master,2021-03-15,2022-03-15,Expired
630,252,Potion Brewing Basics,Beginner,2025-03-07,2028-03-07,Revoked
631,253,Dark Magic Identification,Intermediate,2015-05-06,2016-05-06,Revoked
632,253,Teleportation Accuracy,Beginner,2016-03-19,2020-03-19,Valid
633,254,Wand Safety 101,Intermediate,2025-01-09,2027-01-09,Valid
634,254,Dark Magic Identification,Intermediate,2019-02-07,2022-02-07,Expired
635,254,Potion Brewing Basics,Master,2020-10-28,2024-10-28,Expired
636,254,Teleportation Accuracy,Beginner,2022-10-28,2023-10-28,Valid
637,255,Muggle Interaction Training,Beginner,2024-07-17,2025-07-17,Expired
638,255,Muggle Interaction Training,Intermediate,2023-02-23,2028-02-23,Revoked
639,256,Muggle Interaction Training,Beginner,2022-02-25,2024-02-25,Expired
640,257,Wand Safety 101,Master,2020-11-28,2023-11-28,Valid
641,257,Teleportation Accuracy,Master,2019-01-10,2022-01-10,Revoked
642,257,Dark Magic Identification,Beginner,2022-09-02,2023-09-02,Expired
643,258,Dark Magic Identification,Intermediate,2021-12-13,2026-12-13,Valid
644,258,Herbology Essentials,Intermediate,2021-07-07,2026-07-07,Valid
645,259,Defensive Charms,Intermediate,2022-01-13,2024-01-13,Expired
646,259,Muggle Interaction Training,Beginner,2022-12-03,2027-12-03,Valid
647,260,Potion Brewing Basics,Master,2015-11-19,2016-11-19,Valid
648,260,Dark Magic Identification,Beginner,2020-01-22,2021-01-22,Valid
649,261,Herbology Essentials,Beginner,2017-12-17,2020-12-17,Expired
650,261,Dark Magic Identification,Master,2016-11-17,2020-11-17,Expired
651,262,Defensive Charms,Beginner,2024-01-05,2029-01-05,Expired
652,262,Muggle Interaction Training,Master,2015-05-21,2019-05-21,Expired
653,262,Advanced Spell Theory,Beginner,2018-03-28,2019-03-28,Expired
654,262,Defensive Charms,Intermediate,2020-02-02,2021-02-02,Valid
655,263,Muggle Interaction Training,Intermediate,2024-01-15,2027-01-15,Valid
656,263,Advanced Spell Theory,Intermediate,2022-12-05,2025-12-05,Revoked
657,264,Herbology Essentials,Master,2024-10-19,2027-10-19,Valid
658,264,Potion Brewing Basics,Intermediate,2023-10-07,2025-10-07,Valid
659,264,Muggle Interaction Training,Beginner,2024-11-24,2026-11-24,Revoked
660,265,Teleportation Accuracy,Intermediate,2023-07-25,2028-07-25,Valid
661,266,Dark Magic Identification,Beginner,2020-08-09,2024-08-09,Expired
662,267,Muggle Interaction Training,Intermediate,2024-01-25,2027-01-25,Valid
663,267,Teleportation Accuracy,Intermediate,2019-02-19,2024-02-19,Valid
664,267,Muggle Interaction Training,Master,2016-07-13,2018-07-13,Expired
665,268,Teleportation Accuracy,Beginner,2024-11-21,2026-11-21,Revoked
666,268,Advanced Spell Theory,Beginner,2021-07-08,2025-07-08,Valid
667,269,Magical Ethics,Beginner,2019-03-23,2022-03-23,Revoked
668,269,Potion Brewing Basics,Beginner,2023-11-27,2026-11-27,Valid
669,269,Magical Ethics,Beginner,2015-08-14,2018-08-14,Valid
670,270,Magical Ethics,Master,2017-11-05,2019-11-05,Expired
671,271,Potion Brewing Basics,Beginner,2022-02-25,2027-02-25,Revoked
672,271,Dark Magic Identification,Master,2022-04-22,2027-04-22,Valid
673,271,Herbology Essentials,Master,2024-03-21,2027-03-21,Valid
674,272,Advanced Spell Theory,Master,2023-07-17,2026-07-17,Expired
675,272,Wand Safety 101,Master,2024-04-28,2027-04-28,Expired
676,273,Wand Safety 101,Master,2018-09-06,2020-09-06,Revoked
677,273,Magical Ethics,Beginner,2019-02-21,2023-02-21,Revoked
678,273,Dark Magic Identification,Intermediate,2016-12-19,2020-12-19,Revoked
679,273,Muggle Interaction Training,Master,2020-01-31,2021-01-31,Revoked
680,274,Muggle Interaction Training,Intermediate,2016-06-19,2019-06-19,Valid
681,275,Wand Safety 101,Master,2016-04-11,2018-04-11,Revoked
682,275,Advanced Spell Theory,Beginner,2022-08-27,2027-08-27,Valid
683,276,Defensive Charms,Intermediate,2023-05-10,2027-05-10,Revoked
684,276,Muggle Interaction Training,Master,2016-11-09,2019-11-09,Valid
685,276,Magical Ethics,Intermediate,2016-12-24,2020-12-24,Valid
686,277,Potion Brewing Basics,Intermediate,2018-10-21,2023-10-21,Expired
687,277,Magical Ethics,Intermediate,2019-01-29,2023-01-29,Valid
688,278,Herbology Essentials,Intermediate,2024-01-18,2027-01-18,Expired
689,278,Teleportation Accuracy,Master,2019-11-21,2024-11-21,Revoked
690,279,Defensive Charms,Master,2022-06-07,2023-06-07,Expired
691,280,Defensive Charms,Beginner,2018-07-10,2023-07-10,Expired
692,280,Potion Brewing Basics,Master,2016-08-02,2018-08-02,Revoked
693,280,Teleportation Accuracy,Master,2023-03-20,2027-03-20,Expired
694,281,Defensive Charms,Master,2023-10-22,2024-10-22,Valid
695,281,Potion Brewing Basics,Intermediate,2022-06-26,2027-06-26,Revoked
696,281,Advanced Spell Theory,Beginner,2018-03-11,2021-03-11,Valid
697,282,Dark Magic Identification,Intermediate,2016-12-13,2018-12-13,Valid
698,282,Teleportation Accuracy,Master,2017-11-07,2020-11-07,Valid
699,282,Muggle Interaction Training,Intermediate,2021-06-19,2023-06-19,Valid
700,283,Wand Safety 101,Master,2015-09-15,2018-09-15,Revoked
701,284,Magical Ethics,Master,2022-06-23,2023-06-23,Valid
702,285,Magical Ethics,Master,2023-02-10,2026-02-10,Revoked
703,285,Magical Ethics,Intermediate,2023-07-23,2024-07-23,Revoked
704,285,Advanced Spell Theory,Master,2015-09-12,2017-09-12,Revoked
705,286,Potion Brewing Basics,Intermediate,2025-01-14,2029-01-14,Expired
706,286,Defensive Charms,Beginner,2019-05-08,2021-05-08,Valid
707,287,Defensive Charms,Intermediate,2024-06-15,2025-06-15,Revoked
708,287,Magical Ethics,Beginner,2020-06-26,2024-06-26,Expired
709,288,Herbology Essentials,Beginner,2018-07-12,2019-07-12,Valid
710,288,Teleportation Accuracy,Beginner,2022-05-15,2024-05-15,Revoked
711,288,Dark Magic Identification,Intermediate,2025-03-14,2029-03-14,Revoked
712,288,Wand Safety 101,Beginner,2021-10-31,2026-10-31,Revoked
713,289,Dark Magic Identification,Beginner,2025-02-12,2026-02-12,Revoked
714,289,Potion Brewing Basics,Intermediate,2023-10-28,2025-10-28,Expired
715,290,Advanced Spell Theory,Beginner,2018-08-04,2021-08-04,Valid
716,290,Potion Brewing Basics,Beginner,2019-12-01,2022-12-01,Valid
717,291,Herbology Essentials,Beginner,2016-02-18,2020-02-18,Valid
718,291,Herbology Essentials,Master,2021-02-15,2024-02-15,Revoked
719,291,Wand Safety 101,Intermediate,2015-08-14,2020-08-14,Expired
720,291,Wand Safety 101,Beginner,2022-06-12,2023-06-12,Valid
721,292,Muggle Interaction Training,Master,2015-05-03,2018-05-03,Expired
722,293,Muggle Interaction Training,Master,2016-03-01,2020-03-01,Expired
723,293,Wand Safety 101,Master,2022-01-05,2026-01-05,Valid
724,293,Herbology Essentials,Beginner,2019-04-16,2022-04-16,Expired
725,294,Wand Safety 101,Beginner,2025-01-19,2029-01-19,Expired
726,295,Magical Ethics,Beginner,2017-03-28,2022-03-28,Valid
727,296,Wand Safety 101,Intermediate,2017-01-16,2021-01-16,Valid
728,297,Defensive Charms,Intermediate,2021-07-01,2023-07-01,Valid
729,298,Dark Magic Identification,Intermediate,2022-08-21,2023-08-21,Revoked
730,298,Advanced Spell Theory,Beginner,2022-02-03,2027-02-03,Valid
731,298,Advanced Spell Theory,Beginner,2015-08-28,2020-08-28,Revoked
732,299,Advanced Spell Theory,Beginner,2016-02-12,2018-02-12,Valid
733,300,Advanced Spell Theory,Intermediate,2017-05-12,2019-05-12,Revoked
734,300,Dark Magic Identification,Intermediate,2023-07-07,2027-07-07,Revoked
735,300,Defensive Charms,Intermediate,2024-04-11,2025-04-11,Expired
736,301,Teleportation Accuracy,Beginner,2019-03-19,2020-03-19,Revoked
737,301,Herbology Essentials,Intermediate,2019-08-25,2024-08-25,Valid
738,301,Magical Ethics,Beginner,2019-04-23,2021-04-23,Revoked
739,302,Wand Safety 101,Beginner,2018-09-22,2022-09-22,Revoked
740,302,Herbology Essentials,Master,2022-11-15,2024-11-15,Expired
741,302,Magical Ethics,Master,2019-06-09,2022-06-09,Revoked
742,302,Dark Magic Identification,Master,2024-07-09,2029-07-09,Expired
743,303,Wand Safety 101,Beginner,2017-11-19,2020-11-19,Valid
744,303,Potion Brewing Basics,Intermediate,2015-04-08,2019-04-08,Valid
745,303,Wand Safety 101,Intermediate,2019-04-01,2024-04-01,Expired
746,303,Advanced Spell Theory,Intermediate,2022-08-18,2026-08-18,Valid
747,304,Defensive Charms,Intermediate,2019-04-02,2021-04-02,Valid
748,305,Magical Ethics,Beginner,2023-05-25,2028-05-25,Valid
749,305,Defensive Charms,Intermediate,2020-04-29,2021-04-29,Expired
750,305,Potion Brewing Basics,Intermediate,2020-09-25,2021-09-25,Valid
751,306,Advanced Spell Theory,Beginner,2015-06-22,2020-06-22,Expired
752,307,Muggle Interaction Training,Master,2019-12-16,2022-12-16,Valid
753,307,Potion Brewing Basics,Master,2024-09-06,2029-09-06,Valid
754,308,Muggle Interaction Training,Master,2015-06-12,2017-06-12,Valid
755,308,Herbology Essentials,Master,2023-09-16,2025-09-16,Expired
756,308,Potion Brewing Basics,Intermediate,2016-06-13,2018-06-13,Revoked
757,309,Dark Magic Identification,Beginner,2017-05-21,2019-05-21,Expired
